id,text,aspect_category,sentiment_prob
235,Olahraga dulu AHY datang ke TPS siang hari https://goo.gl/fb/ht6PDZ #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps,Agus-Sylvi,"[0.1, 0.8, 0.1]"
236,AHY Bergaya Sporty ke TPS #AHY #TPS #PilkadaDKI #lampost,Agus-Sylvi,"[0.7, 0.25, 0.05]"
237,Saat #PilkadaDKI Putaran Pertama kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati,Agus-Sylvi,"[0.9, 0.05, 0.05]"
238,Setelah sebelumnya tidak pernah peduli #AHY,Agus-Sylvi,"[0.05, 0.1, 0.85]"
239,Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,Agus-Sylvi,"[0.1, 0.8, 0.1]"
239,Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,Ahok-Djarot,"[0.2, 0.7, 0.1]"
241,Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3,Agus-Sylvi,"[0.1, 0.3, 0.6]"
242,Yuk #AHY Fans dukung dan menangkan #GubernurMuslim,Agus-Sylvi,"[0.9, 0.1, 0.0]"
245,saya putaran pertama dukung ibu dan mas agus yah lebih baik kalah dengan terhormat daripada menang karena curang,Agus-Sylvi,"[0.9, 0.1, 0.0]"
246,Begitu tulus begitu menyenangkan... Insyaallah ada jalan bu @sylviana_murni,Agus-Sylvi,"[0.95, 0.05, 0.0]"
247,#AHY Pemimpin harapan masa depan Bangsa. @SBYudhoyono @AgusYudhoyono @Edhie_Baskoro @hincapandjaitan @isari68,Agus-Sylvi,"[0.95, 0.05, 0.0]"
248,#ahy terbaik,Agus-Sylvi,"[0.95, 0.05, 0.0]"
271,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,Agus-Sylvi,"[0.8, 0.1, 0.1]"
271,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,Anies-Sandi,"[0.1, 0.1, 0.8]"
272,[HEBOH] Pentolan band Coldplay asal Inggris Chris Martin memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.,Agus-Sylvi,"[0.9, 0.1, 0.0]"
273,#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#,Agus-Sylvi,"[0.9, 0.1, 0.0]"
275,#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017,Ahok-Djarot,"[0.8, 0.1, 0.1]"
275,#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017,Agus-Sylvi,"[0.8, 0.1, 0.1]"
276,Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,Agus-Sylvi,"[0.7, 0.2, 0.1]"
277,Politik santun dan bermartabat. <FOLDED HANDS> #AHY,Agus-Sylvi,"[0.9, 0.1, 0.0]"
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,Agus-Sylvi,"[0.1, 0.8, 0.1]"
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,Agus-Sylvi,"[0.9, 0.1, 0.0]"
280,[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com,Agus-Sylvi,"[1.0, 0.0, 0.0]"
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,Agus-Sylvi,"[0.2, 0.6, 0.2]"
282,Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,Agus-Sylvi,"[0.8, 0.1, 0.1]"
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,Agus-Sylvi,"[0.1, 0.1, 0.8]"
285,Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY,Agus-Sylvi,"[0.9, 0.1, 0.0]"
287,Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,Agus-Sylvi,"[0.9, 0.1, 0.0]"
288,Pemimpin muda masa depan #AHY <Raising Hands> <Raising Hands> <Raising Hands>,Agus-Sylvi,"[0.9, 0.1, 0.0]"
289,Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES> @agusyudhoyono #AHY #ahy… https://www.instagram.com,Agus-Sylvi,"[1.0, 0.0, 0.0]"
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,Agus-Sylvi,"[0.3, 0.6, 0.1]"
291,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,Agus-Sylvi,"[0.8, 0.1, 0.1]"
291,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,Ahok-Djarot,"[0.8, 0.1, 0.1]"
292,keikhlasan berkorban #AHY tak bakal sia2 non,Agus-Sylvi,"[0.8, 0.1, 0.1]"
293,@AgusYudhoyono tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #ahy #wpap #art,Agus-Sylvi,"[0.9, 0.1, 0.0]"
294,AHY Mundur Selangkah Untuk Melompat Tinggi https://goo.gl/2LMaBG #News #AHY,Agus-Sylvi,"[0.8, 0.1, 0.1]"
295,Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,Agus-Sylvi,"[0.9, 0.1, 0.0]"
296,Jika sudah waktu nya akan datang untuk nya ... #AHY,Agus-Sylvi,"[0.3, 0.6, 0.1]"
297,Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY,Agus-Sylvi,"[0.1, 0.8, 0.1]"
298,Nunggu skenario selanjutnya..... #AHY,Agus-Sylvi,"[0.1, 0.8, 0.1]"
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,Agus-Sylvi,"[0.9, 0.1, 0.0]"
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,Agus-Sylvi,"[0.9, 0.1, 0.0]"
301,Catat Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017,Ahok-Djarot,"[0.85, 0.1, 0.05]"
302,Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas tak mudah diprovokasi isue SARA tapi kok..#GombalinAhok,Ahok-Djarot,"[0.7, 0.2, 0.1]"
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,Ahok-Djarot,"[0.05, 0.05, 0.9]"
304,Sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah,Ahok-Djarot,"[0.9, 0.05, 0.05]"
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,Ahok-Djarot,"[0.1, 0.6, 0.3]"
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,Ahok-Djarot,"[0.6, 0.3, 0.1]"
308,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,Ahok-Djarot,"[0.05, 0.1, 0.85]"
310,Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin,Ahok-Djarot,"[0.05, 0.05, 0.9]"
311,Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,Ahok-Djarot,"[0.05, 0.1, 0.85]"
312,Syukur lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017,Ahok-Djarot,"[0.05, 0.05, 0.9]"
313,Penista Agama #ahok,Ahok-Djarot,"[0.05, 0.05, 0.9]"
314,#Sembako itu kan rejeki #ahoker kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.,Ahok-Djarot,"[0.05, 0.15, 0.8]"
315,Ahokers tukang plintir...lihat nehh!! @basuki_btp @AhokDjarot @WagubDKI @VivaRevolusi @tempodotco @republikaonline #PilkadaDki2017,Ahok-Djarot,"[0.05, 0.1, 0.85]"
316,#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS,Ahok-Djarot,"[0.05, 0.15, 0.8]"
318,Harus dan pasti Gubernur baru... Yang lama udah bosan #pilkadadki2017,Ahok-Djarot,"[0.05, 0.1, 0.85]"
320,Kalau Ahok lawannya Djarot aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201,Ahok-Djarot,"[0.1, 0.2, 0.7]"
321,#Apakah ini hoaks Ingat Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017,Ahok-Djarot,"[0.05, 0.05, 0.9]"
322,Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017,Ahok-Djarot,"[0.05, 0.1, 0.85]"
323,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1 #AhokDjarot #PilkadaDki2017,Ahok-Djarot,"[0.1, 0.2, 0.7]"
324,Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD,Ahok-Djarot,"[0.8, 0.1, 0.1]"
325,Dilarang Pilih Cagub Nonmuslim? Habib: Pilih Djarot! #PilkadaDKI2017,Ahok-Djarot,"[0.75, 0.15, 0.1]"
326,Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017,Ahok-Djarot,"[0.1, 0.2, 0.7]"
327,bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017,Ahok-Djarot,"[0.05, 0.1, 0.85]"
328,MUI Sesalkan Pemberian Gelar Sunan untuk Ahok http://dlvr.it/NtX57V #Nasional #MUI #PilkadaDKI2017,Ahok-Djarot,"[0.1, 0.2, 0.7]"
329,kemungkinan yang saya lihat #Ahok kalah di #pilkadadki2017 lebih besar daripada menang.,Ahok-Djarot,"[0.1, 0.2, 0.7]"
421,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1 #AhokDjarot #PilkadaDki2017,Ahok-Djarot,"[0.05, 0.15, 0.8]"
424,Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,Anies-Sandi,"[0.1, 0.8, 0.1]"
425,@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ?? <See-No-Evil Monkey> @ojkindonesia,Ahok-Djarot,"[0.05, 0.15, 0.8]"
426,Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja,Ahok-Djarot,"[0.9, 0.05, 0.05]"
427,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik? <Weary Face> <Weary Face>,Ahok-Djarot,"[0.1, 0.2, 0.7]"
428,Diberbagai survei debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot,Anies-Sandi,"[0.8, 0.15, 0.05]"
429,Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot,Anies-Sandi,"[0.05, 0.1, 0.85]"
430,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok",Ahok-Djarot,"[0.05, 0.15, 0.8]"
431,@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa,Anies-Sandi,"[0.05, 0.1, 0.85]"
451,Tweet: PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.,Ahok-Djarot,"[0.9, 0.1, 0.0]"
452,Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,Ahok-Djarot,"[0.8, 0.2, 0.0]"
453,Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017,Ahok-Djarot,"[0.1, 0.6, 0.3]"
453,Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017,Anies-Sandi,"[0.7, 0.3, 0.0]"
454,Dalam hitungan saya pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot tapi mereka harus mengalah untuk kepentingan nasional.,Ahok-Djarot,"[0.85, 0.15, 0.0]"
455,terima kasih pak ahok @basuki_btp #pilkadadki2017,Ahok-Djarot,"[0.95, 0.05, 0.0]"
456,Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa tetep keren terus ya pak! Tetap menginspiras,Ahok-Djarot,"[0.8, 0.2, 0.0]"
457,Jadi serahkan semua takdir kehidupan kepada Tuhan kita hanya menjalankan sebaik mungkin. Bukan begitu pak @basuki_btp #pilkadadki2017,Ahok-Djarot,"[0.7, 0.3, 0.0]"
458,Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,Ahok-Djarot,"[0.95, 0.05, 0.0]"
459,Melihat para @temanAhok harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017,Ahok-Djarot,"[0.9, 0.1, 0.0]"
460,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
461,Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,Ahok-Djarot,"[0.95, 0.05, 0.0]"
462,Yang 1 itu selama kerja sudah terbukti yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017,Ahok-Djarot,"[0.9, 0.1, 0.0]"
481,Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang,Ahok-Djarot,"[0.9, 0.1, 0.0]"
482,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih,Ahok-Djarot,"[0.95, 0.05, 0.0]"
483,Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri,Ahok-Djarot,"[0.9, 0.1, 0.0]"
484,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,Ahok-Djarot,"[0.8, 0.2, 0.0]"
485,#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia,Ahok-Djarot,"[0.9, 0.1, 0.0]"
486,Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,Ahok-Djarot,"[0.9, 0.1, 0.0]"
487,"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5 #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",Ahok-Djarot,"[0.95, 0.05, 0.0]"
488,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,Ahok-Djarot,"[1.0, 0.0, 0.0]"
489,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,Ahok-Djarot,"[0.9, 0.1, 0.0]"
490,#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/,Ahok-Djarot,"[1.0, 0.0, 0.0]"
491,Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor Indonesia https://www.instagram.com/p/BUA2fQxlDza/,Ahok-Djarot,"[0.9, 0.1, 0.0]"
492,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,Ahok-Djarot,"[1.0, 0.0, 0.0]"
493,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB #ahok #ahokdjarot,Ahok-Djarot,"[0.7, 0.2, 0.1]"
494,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,Ahok-Djarot,"[1.0, 0.0, 0.0]"
511,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,Ahok-Djarot,"[0.95, 0.05, 0.0]"
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,Ahok-Djarot,"[0.9, 0.1, 0.0]"
513,Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,Ahok-Djarot,"[0.98, 0.02, 0.0]"
514,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,Ahok-Djarot,"[0.95, 0.05, 0.0]"
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,Ahok-Djarot,"[0.98, 0.02, 0.0]"
516,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,Ahok-Djarot,"[0.98, 0.02, 0.0]"
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,Ahok-Djarot,"[0.98, 0.02, 0.0]"
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
519,doa kami untuk Jakarta.#AhokDjarot,Ahok-Djarot,"[0.8, 0.2, 0.0]"
520,Paduan suara warga di balai kota #ahokdjarot,Ahok-Djarot,"[0.6, 0.4, 0.0]"
521,Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,Ahok-Djarot,"[0.9, 0.1, 0.0]"
522,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,Ahok-Djarot,"[0.95, 0.05, 0.0]"
523,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,Ahok-Djarot,"[1.0, 0.0, 0.0]"
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,Ahok-Djarot,"[0.85, 0.15, 0.0]"
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,Ahok-Djarot,"[0.75, 0.25, 0.0]"
526,Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,Ahok-Djarot,"[0.98, 0.02, 0.0]"
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,Ahok-Djarot,"[0.98, 0.02, 0.0]"
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,Ahok-Djarot,"[0.98, 0.02, 0.0]"
529,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,Ahok-Djarot,"[0.9, 0.1, 0.0]"
530,ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,Ahok-Djarot,"[0.8, 0.2, 0.0]"
531,Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,Ahok-Djarot,"[0.95, 0.05, 0.0]"
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,Ahok-Djarot,"[0.9, 0.1, 0.0]"
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,Ahok-Djarot,"[0.98, 0.02, 0.0]"
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
535,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,Ahok-Djarot,"[0.95, 0.05, 0.0]"
536,Balaikota masih rame kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot,Ahok-Djarot,"[0.9, 0.1, 0.0]"
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
538,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,Ahok-Djarot,"[0.85, 0.15, 0.0]"
539,Allah bersama orang2 yang benar subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss,Ahok-Djarot,"[0.98, 0.02, 0.0]"
540,Unik Karangan bunga untuk Gubernur DKI Jakarta Badja Viral di Medsos ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot,Ahok-Djarot,"[0.85, 0.15, 0.0]"
541,Tuhan Memberkati #AhokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,Ahok-Djarot,"[0.8, 0.15, 0.05]"
543,Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu Pak #AhokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,Ahok-Djarot,"[0.85, 0.15, 0.0]"
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,Ahok-Djarot,"[0.8, 0.2, 0.0]"
546,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,Ahok-Djarot,"[0.8, 0.2, 0.0]"
548,Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,Ahok-Djarot,"[0.9, 0.1, 0.0]"
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,Ahok-Djarot,"[0.95, 0.05, 0.0]"
550,#ahok #djarot tetap di hatiku #pilkadadki,Ahok-Djarot,"[0.95, 0.05, 0.0]"
551,#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com,Ahok-Djarot,"[0.8, 0.2, 0.0]"
552,#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com,Ahok-Djarot,"[0.6, 0.4, 0.0]"
553,#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,Ahok-Djarot,"[0.85, 0.15, 0.0]"
554,Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang konsentrasi berdoa selalu bahagia Untuk menang,Ahok-Djarot,"[0.9, 0.1, 0.0]"
555,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,Ahok-Djarot,"[0.9, 0.1, 0.0]"
556,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,Ahok-Djarot,"[0.9, 0.1, 0.0]"
557,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,Ahok-Djarot,"[0.95, 0.05, 0.0]"
571,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,Ahok-Djarot,"[0.8, 0.15, 0.05]"
572,Ingat kita pilih pelayan warga bukan pemimpin agama di JKT. Pilih yang jelas BAIK JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki,Ahok-Djarot,"[0.9, 0.05, 0.05]"
